dealer_type,stock_type,mileage,price,model_year,make,model,certified,transmission_from_vin,fuel_type_from_vin,number_price_changes
F,USED,121249,4950,2002,Saturn,S-Series,0,A,Gas,0
I,USED,141600,34900,2003,BMW,3 Series,0,A,Gas,0
F,USED,34948,24999,2003,Chevrolet,Corvette,0,A,Gas,0
I,USED,175437,7999,2003,Chevrolet,S10,0,A,Gas,0
I,USED,111044,2999,2003,Chevrolet,S10,0,A,Gas,0
I,USED,198404,5900,2003,Chrysler,Sebring,0,A,Gas,0
I,USED,395,17999,2003,Dodge,Ram 3500,0,A,Diesel,0
I,USED,179898,13888,2003,Ford,Mustang,0,A,Gas,0
I,USED,179898,13888,2003,Ford,Mustang,0,A,Gas,0
I,USED,162121,4900,2003,Honda,Accord,0,A,Gas,1
I,USED,188838,6700,2003,Honda,Odyssey,0,A,Gas,4
I,USED,134300,29900,2003,Hummer,H2,0,A,Gas,1
I,USED,122200,34900,2003,Hummer,H2,0,A,Gas,0
I,USED,122200,34900,2003,Hummer,H2,0,A,Gas,0
I,USED,176680,5000,2003,Jaguar,X-Type,0,A,Gas,0
I,USED,176680,5000,2003,Jaguar,X-Type,0,A,Gas,0
I,USED,148348,6700,2003,Jeep,Liberty,0,A,Gas,0
I,USED,179249,9900,2003,Mazda,Pickup,0,M,Gas,0
I,USED,111269,8900,2003,Mazda,Protege,0,M,Gas,1
I,USED,134252,22888,2003,Mercedes-Benz,SL-Class,0,A,Gas,0
I,USED,69204,19709,2003,Nissan,350Z,0,M,Gas,0
I,USED,154706,5600,2003,Pontiac,Grand Am,0,A,Gas,0
I,USED,154706,5600,2003,Pontiac,Grand Am,0,A,Gas,0
I,USED,154706,5600,2003,Pontiac,Grand Am,0,A,Gas,0
I,USED,184900,5995,2003,Pontiac,Grand Prix,0,A,Gas,0
F,USED,101743,5548,2003,Pontiac,Sunfire,0,A,Gas,0
I,USED,192563,5900,2003,Subaru,Impreza,0,M,Gas,2
I,USED,181833,8995,2003,Suzuki,Vitara,0,M,Gas,0
I,USED,181833,8995,2003,Suzuki,Vitara,0,M,Gas,0
I,USED,195307,7998,2003,Toyota,Corolla,0,M,Gas,0
I,USED,195307,7998,2003,Toyota,Corolla,0,M,Gas,0
I,USED,123329,8900,2003,Toyota,Corolla,0,M,Gas,1
I,USED,107522,10950,2003,Toyota,Corolla,0,M,Gas,0
I,USED,167100,4450,2003,Toyota,Matrix,0,M,Gas,1
I,USED,160418,8900,2004,Acura,TL,0,A,Gas,0
I,USED,196518,8888,2004,Audi,A4,0,M,Gas,2
I,USED,92107,8500,2004,BMW,3-Series,0,M,Gas,2
I,USED,182315,7999,2004,BMW,X3,0,A,Gas,3
I,USED,35401,4495,2004,Chevrolet,Cavalier,0,A,Gas,0
I,USED,156028,21999,2004,Chevrolet,Corvette,0,A,Gas,3
I,USED,133993,6900,2004,Chevrolet,Impala,0,A,Gas,2
I,USED,196194,3199,2004,Chevrolet,Impala,0,A,Gas,0
I,USED,176198,5780,2004,Chevrolet,Malibu,0,A,Gas,0
F,USED,176198,5780,2004,Chevrolet,Malibu,0,A,Gas,0
F,USED,176198,5780,2004,Chevrolet,Malibu,0,A,Gas,0
F,USED,176198,5780,2004,Chevrolet,Malibu,0,A,Gas,0
I,USED,162985,6999,2004,Chevrolet,Monte Carlo,0,A,Gas,1
I,USED,191084,18700,2004,Chevrolet,Silverado 2500,0,A,Diesel,1
I,USED,108479,9500,2004,Chevrolet,Trailblazer,0,A,Gas,1
F,USED,860,89980,2004,Dodge,Ram 1500,0,A,Gas,0
I,USED,860,89980,2004,Dodge,Ram 1500,0,A,Gas,0
I,USED,860,89980,2004,Dodge,Ram 1500,0,A,Gas,0
I,USED,860,89980,2004,Dodge,Ram 1500,0,A,Gas,0
I,USED,122143,27900,2004,Dodge,Ram 3500,0,A,Diesel,2
I,USED,134760,5900,2004,Ford,Focus,0,A,Gas,0
I,USED,105600,9995,2004,Ford,Freestar,0,A,Gas,0
F,USED,197710,7995,2004,Ford,Mustang,0,A,Gas,1
F,USED,195900,6995,2004,Hyundai,Elantra,0,A,Gas,0
F,USED,160413,11200,2004,Infiniti,G35,0,A,Gas,1
I,USED,163585,6495,2004,Jaguar,X-Type,0,A,Gas,0
I,USED,196659,6500,2004,Jeep,Grand Cherokee,0,A,Gas,0
I,USED,196659,6500,2004,Jeep,Grand Cherokee,0,A,Gas,0
I,USED,175693,5900,2004,Jeep,Grand Cherokee,0,A,Gas,0
I,USED,115611,21888,2004,Jeep,TJ,0,M,Gas,0
I,USED,134905,8500,2004,Lincoln,LS,0,A,Gas,1
I,USED,137200,4000,2004,Mazda,Mazda3,0,M,Gas,2
I,USED,137200,4000,2004,Mazda,Mazda3,0,M,Gas,2
I,USED,106058,8500,2004,Mazda,Mazda6,0,M,Gas,0
I,USED,180556,6999,2004,Mercedes-Benz,E-Class,0,A,Gas,4
I,USED,108021,9700,2004,Nissan,350Z,0,M,Gas,4
I,USED,94108,15988,2004,Nissan,350Z,0,M,Gas,3
I,USED,94108,15988,2004,Nissan,350Z,0,M,Gas,0
I,USED,94108,15988,2004,Nissan,350Z,0,M,Gas,2
F,USED,94108,15988,2004,Nissan,350Z,0,M,Gas,3
I,USED,94108,15988,2004,Nissan,350Z,0,M,Gas,3
I,USED,113667,7900,2004,Nissan,Altima,0,A,Gas,2
I,USED,71442,74388,2004,Porsche,911 Carrera 4,0,A,Gas,2
F,USED,49507,26995,2004,Porsche,Boxster,0,A,Gas,2
I,USED,138594,12160,2004,Toyota,Matrix,0,A,Gas,1
I,USED,147442,4590,2004,Toyota,Sienna,0,A,Gas,0
I,USED,198337,13209,2005,Acura,TL,0,A,Gas,0
F,USED,198337,13209,2005,Acura,TL,0,A,Gas,0
I,USED,193469,3800,2005,Audi,A8,0,A,Gas,6
I,USED,114000,11999,2005,BMW,6 Series,0,M,Gas,2
I,USED,115715,5700,2005,Cadillac,DeVille,0,A,Gas,0
I,USED,107514,22500,2005,Cadillac,XLR,0,A,Gas,4
F,USED,107514,24999,2005,Cadillac,XLR,0,A,Gas,1
I,USED,152700,9995,2005,Chevrolet,Blazer,0,A,Gas,0
F,USED,65000,32800,2005,Chevrolet,Corvette,0,A,Gas,0
F,USED,74153,35680,2005,Chevrolet,Corvette,0,A,Gas,0
I,USED,65000,32800,2005,Chevrolet,Corvette,0,A,Gas,0
I,USED,74153,35680,2005,Chevrolet,Corvette,0,A,Gas,0
I,USED,65000,32800,2005,Chevrolet,Corvette,0,A,Gas,0
I,USED,74153,35680,2005,Chevrolet,Corvette,0,A,Gas,0
I,USED,65000,32800,2005,Chevrolet,Corvette,0,A,Gas,0
I,USED,74153,35680,2005,Chevrolet,Corvette,0,A,Gas,0
I,USED,139787,9599,2005,Chevrolet,G2500 Vans,0,A,Gas,2
I,USED,164889,3999,2005,Chevrolet,Malibu,0,A,Gas,3
F,USED,191826,4999,2005,Chevrolet,Malibu,0,A,Gas,0
I,USED,137505,3809,2005,Chevrolet,Optra,0,A,Gas,4
I,USED,199650,1000,2005,Chevrolet,Uplander,0,A,Gas,2
I,USED,122428,9900,2005,Chrysler,300,0,A,Gas,0
I,USED,147480,12995,2005,Chrysler,Crossfire,0,A,Gas,1
I,USED,79123,15998,2005,Chrysler,Crossfire,0,M,Gas,0
I,USED,116426,7999,2005,Chrysler,PT Cruiser,0,A,Gas,0
I,USED,188000,7501,2005,Dodge,Ram 1500,0,A,Gas,4
I,USED,171654,7499,2005,Ford,Escape,0,A,Gas,1
I,USED,171944,7700,2005,Ford,Explorer Sport Trac,0,A,Gas,1
F,USED,98201,17974,2005,Ford,F150,0,A,Gas,2
I,USED,120675,14900,2005,Ford,F150,0,A,Gas,0
I,USED,173488,13999,2005,Ford,F350SD,0,A,Diesel,0
I,USED,192120,24990,2005,Ford,F350SD,0,A,Diesel,1
I,USED,130590,5800,2005,Ford,Five Hundred,0,A,Gas,1
I,USED,149339,15795,2005,Ford,Mustang,0,A,Gas,2
I,USED,60572,18900,2005,Ford,Mustang,0,A,Gas,7
I,USED,166075,12587,2005,Ford,Mustang,0,A,Gas,0
I,USED,149339,15795,2005,Ford,Mustang,0,A,Gas,1
I,USED,149339,15995,2005,Ford,Mustang,0,A,Gas,0
I,USED,60420,21795,2005,Ford,Mustang,0,A,Gas,1
I,USED,60420,21995,2005,Ford,Mustang,0,A,Gas,0
F,USED,54305,26898,2005,Ford,Thunderbird,0,A,Gas,0
I,USED,129536,6609,2005,GMC,Envoy,0,A,Gas,2
I,USED,88801,3999,2005,Honda,Civic,0,A,Gas,0
F,USED,96000,24997,2005,Hummer,H2,0,A,Gas,0
I,USED,163736,13888,2005,Infiniti,FX45,0,A,Gas,0
I,USED,73922,9800,2005,Infiniti,G35,0,M,Gas,0
I,USED,73922,9800,2005,Infiniti,G35,0,M,Gas,0
I,USED,73922,9800,2005,Infiniti,G35,0,M,Gas,0
I,USED,169123,6500,2005,Jeep,Grand Cherokee,0,A,Gas,0
I,USED,169123,6500,2005,Jeep,Grand Cherokee,0,A,Gas,0
F,USED,142119,10980,2005,Jeep,TJ,0,M,Gas,0
I,USED,142119,10980,2005,Jeep,TJ,0,M,Gas,0
I,USED,142119,10980,2005,Jeep,TJ,0,M,Gas,0
I,USED,169776,12700,2005,Land Rover,LR3,0,A,Gas,1
I,USED,95101,16288,2005,Mercedes-Benz,SLK-Class,0,A,Gas,2
I,USED,127457,11700,2005,Mercedes-Benz,SLK-Class,0,A,Gas,0
I,USED,68000,16888,2005,Mitsubishi,Eclipse Spyder,0,M,Gas,0
I,USED,68000,16888,2005,Mitsubishi,Eclipse Spyder,0,M,Gas,0
I,USED,129710,12999,2005,Nissan,350Z,0,M,Gas,6
F,USED,129710,12999,2005,Nissan,350Z,0,M,Gas,0
I,USED,45141,16700,2005,Nissan,350Z,0,M,Gas,3
I,USED,162114,7700,2005,Nissan,Frontier,0,A,Gas,1
I,USED,198508,7999,2005,Nissan,X-Trail,0,M,Gas,0
I,USED,198508,7999,2005,Nissan,X-Trail,0,A,Gas,0
I,USED,198508,7999,2005,Nissan,X-Trail,0,M,Gas,0
I,USED,64110,13000,2005,Nissan,X-Trail,0,A,Gas,3
I,USED,198508,7999,2005,Nissan,X-Trail,0,M,Gas,0
F,USED,198508,7999,2005,Nissan,X-Trail,0,M,Gas,0
F,USED,64106,13242,2005,Nissan,X-Trail,0,A,Gas,3
I,USED,49687,8900,2005,Pontiac,Pursuit,0,M,Gas,2
I,USED,199497,6999,2005,Subaru,Impreza,0,M,Gas,0
I,USED,103113,6482,2005,Suzuki,Swift,0,M,Gas,8
F,USED,103113,6406,2005,Suzuki,Swift,0,M,Gas,1
I,USED,128020,7450,2005,Toyota,Camry,0,A,Gas,0
I,USED,135567,10999,2005,Toyota,Camry,0,A,Gas,0
I,USED,214,6600,2005,Toyota,Corolla,0,M,Gas,0
I,USED,91835,10993,2005,Volkswagen,Golf,0,M,Diesel,0
I,USED,190800,4249,2006,Acura,RL,0,A,Gas,3
F,USED,197530,3850,2006,Audi,A4,0,M,Gas,0
F,USED,163974,9800,2006,BMW,3-Series,0,M,Gas,0
I,USED,138832,12999,2006,BMW,7-Series,0,A,Gas,0
I,USED,138832,12999,2006,BMW,7-Series,0,A,Gas,0
I,USED,189579,6900,2006,BMW,X5,0,A,Gas,0
I,USED,83903,14500,2006,BMW,X5,0,A,Gas,1
I,USED,175826,0,2006,Buick,Allure,0,A,Gas,0
I,USED,162000,5900,2006,Buick,Lucerne,0,A,Gas,4
I,USED,157206,6999,2006,Buick,Rainier,0,A,Gas,3
I,USED,130985,5900,2006,Buick,Rendezvous,0,A,Gas,0
I,USED,151952,18500,2006,Cadillac,CTS,0,A,Gas,1
I,USED,193013,7400,2006,Cadillac,DTS,0,A,Gas,1
I,USED,143106,16999,2006,Chevrolet,Avalanche,0,A,Gas,0
I,USED,104700,6500,2006,Chevrolet,Aveo,0,A,Gas,2
I,USED,144530,1811,2006,Chevrolet,Cobalt,0,A,Gas,8
I,USED,71795,6977,2006,Chevrolet,Cobalt,0,A,Gas,0
F,USED,62452,62897,2006,Chevrolet,Corvette,0,A,Gas,1
I,USED,41808,34995,2006,Chevrolet,Corvette,0,A,Gas,0
I,USED,83788,39888,2006,Chevrolet,Corvette,0,A,Gas,0
F,USED,162856,7500,2006,Chevrolet,Equinox,0,A,Gas,1
I,USED,141706,5980,2006,Chevrolet,Equinox,0,A,Gas,1
F,USED,141706,5980,2006,Chevrolet,Equinox,0,A,Gas,0
I,USED,141706,5980,2006,Chevrolet,Equinox,0,A,Gas,0
I,USED,141706,5980,2006,Chevrolet,Equinox,0,A,Gas,0
I,USED,52950,45988,2006,Chevrolet,SSR,0,A,Gas,0
I,USED,185947,7900,2006,Chevrolet,Uplander,0,A,Gas,0
F,USED,136000,6226,2006,Chrysler,Sebring,0,A,Gas,2
F,USED,148000,8987,2006,Dodge,Dakota,0,A,Gas,1
I,USED,180475,0,2006,Dodge,Dakota,0,A,Gas,0
I,USED,160129,5999,2006,Dodge,Grand Caravan,0,A,Gas,0
I,USED,177000,4945,2006,Ford,Escape,0,A,Gas,0
I,USED,73121,11999,2006,Ford,F150,0,A,Gas,0
I,USED,73121,11999,2006,Ford,F150,0,A,Gas,0
I,USED,85239,7888,2006,Ford,Focus,0,A,Gas,0
I,USED,144482,3609,2006,Ford,Focus,0,A,Gas,2
F,USED,150145,5797,2006,Ford,Focus,0,A,Gas,2
I,USED,117304,10500,2006,Ford,Mustang,0,A,Gas,0
F,USED,105678,16497,2006,Ford,Mustang,0,A,Gas,1
I,USED,151455,9500,2006,GMC,Canyon,0,A,Gas,0
I,USED,166843,7500,2006,Honda,Accord,0,A,Gas,0
I,USED,1,4777,2006,Honda,Accord,0,A,Hybrid,0
I,USED,147059,7999,2006,Honda,Accord,0,A,Gas,0
I,USED,169420,2811,2006,Honda,CR-V,0,A,Gas,5
I,USED,115686,9433,2006,Honda,Civic,0,A,Gas,0
I,USED,190318,5000,2006,Honda,Odyssey,0,A,Gas,0
F,USED,173791,19995,2006,Honda,Ridgeline,0,A,Gas,2
F,USED,72825,18897,2006,Hummer,H3,0,A,Gas,1
I,USED,197752,5995,2006,Hyundai,Santa Fe,0,A,Gas,2
F,USED,197752,4795,2006,Hyundai,Santa Fe,0,A,Gas,3
I,USED,195689,6700,2006,Hyundai,Sonata,0,A,Gas,0
F,USED,187311,6925,2006,Hyundai,Tucson,0,M,Gas,1
I,USED,198673,7950,2006,Infiniti,G35,0,A,Gas,0
I,USED,177000,5561,2006,Jeep,Liberty,0,A,Diesel,1
I,USED,107463,4997,2006,Jeep,Liberty,0,A,Gas,0
F,USED,177000,5561,2006,Jeep,Liberty,0,A,Diesel,1
F,USED,180296,1486,2006,Kia,Spectra5,0,A,Gas,0
I,USED,139537,12888,2006,Lexus,ES330,0,A,Gas,3
F,USED,139537,12888,2006,Lexus,ES330,0,A,Gas,6
F,USED,111788,28995,2006,Lexus,SC430,0,A,Gas,1
I,USED,132415,8900,2006,Mazda,Mazda3,0,M,Gas,2
I,USED,165615,9995,2006,Mazda,Mazda3,0,M,Gas,1
F,USED,181536,9700,2006,Mazda,Mazda3,0,M,Gas,1
I,USED,165615,9995,2006,Mazda,Mazda3,0,M,Gas,0
I,USED,30186,16988,2006,Mazda,Miata,0,M,Gas,3
F,USED,117471,16995,2006,Mercedes-Benz,CLK-Class,0,A,Gas,2
I,USED,86971,9999,2006,Mercedes-Benz,M-Class,0,A,Gas,20
I,USED,60584,13986,2006,Mini,Cooper,0,M,Gas,0
I,USED,177458,14999,2006,Nissan,Frontier,0,A,Gas,0
I,USED,177458,14999,2006,Nissan,Frontier,0,A,Gas,0
I,USED,194585,9999,2006,Nissan,Pathfinder,0,A,Gas,0
I,USED,45441,9888,2006,Pontiac,Solstice,0,A,Gas,0
F,USED,86649,9907,2006,Pontiac,Solstice,0,A,Gas,6
I,USED,45441,9888,2006,Pontiac,Solstice,0,A,Gas,0
F,USED,115365,52000,2006,Porsche,911 Carrera 4,0,A,Gas,1
I,USED,156345,9995,2006,Subaru,Forester,0,M,Gas,1
I,USED,156345,9995,2006,Subaru,Forester,0,M,Gas,1
I,USED,138421,3762,2006,Subaru,Forester,0,M,Gas,0
F,USED,103611,12995,2006,Subaru,Forester,0,M,Gas,2
I,USED,156257,8980,2006,Subaru,Forester,0,M,Gas,0
F,USED,156257,8980,2006,Subaru,Forester,0,M,Gas,0
F,USED,156257,8980,2006,Subaru,Forester,0,M,Gas,0
F,USED,156257,8980,2006,Subaru,Forester,0,M,Gas,0
I,USED,194000,9900,2006,Toyota,4Runner,0,A,Gas,3
I,USED,194000,9900,2006,Toyota,4Runner,0,A,Gas,4
I,USED,194000,9900,2006,Toyota,4Runner,0,A,Gas,4
I,USED,178441,8500,2006,Toyota,Corolla,0,M,Gas,0
I,USED,180466,6700,2007,Acura,RDX,0,A,Gas,4
I,USED,121221,11995,2007,Audi,Q7,0,A,Gas,2
I,USED,197000,9799,2007,Audi,Q7,0,A,Gas,3
I,USED,197000,9799,2007,Audi,Q7,0,A,Gas,1
I,USED,197000,16995,2007,Audi,Q7,0,A,Gas,0
I,USED,152825,38900,2007,Audi,RS4,0,M,Gas,3
F,USED,152825,38900,2007,Audi,RS4,0,M,Gas,0
I,USED,152825,38900,2007,Audi,RS4,0,M,Gas,0
I,USED,152825,38900,2007,Audi,RS4,0,M,Gas,0
I,USED,152825,38900,2007,Audi,RS4,0,M,Gas,0
I,USED,152825,38900,2007,Audi,RS4,0,M,Gas,0
I,USED,190440,8999,2007,BMW,3-Series,0,M,Gas,0
I,USED,152472,8500,2007,BMW,5-Series,0,A,Gas,1
I,USED,198445,6999,2007,BMW,X5,0,A,Gas,1
I,USED,114889,9700,2007,BMW,X5,0,A,Gas,2
I,USED,133891,4999,2007,Buick,Allure,0,A,Gas,2
I,USED,167482,8900,2007,Buick,Allure,0,A,Gas,0
I,USED,196000,4900,2007,Cadillac,CTS,0,A,Gas,1
I,USED,121705,8300,2007,Cadillac,DTS,0,A,Gas,5
I,USED,5459,88189,2007,Cadillac,XLR,0,A,Gas,5
F,USED,5459,84999,2007,Cadillac,XLR,0,A,Gas,1
I,USED,148000,1500,2007,Chevrolet,Cobalt,0,A,Gas,0
I,USED,177162,11980,2007,Chevrolet,Colorado,0,A,Gas,0
F,USED,177162,11980,2007,Chevrolet,Colorado,0,A,Gas,0
F,USED,177162,11980,2007,Chevrolet,Colorado,0,A,Gas,0
F,USED,177162,11980,2007,Chevrolet,Colorado,0,A,Gas,0
I,USED,62896,54995,2007,Chevrolet,Corvette,0,A,Gas,0
I,USED,111710,30599,2007,Chevrolet,Corvette,0,A,Gas,1
I,USED,61150,38845,2007,Chevrolet,Corvette,0,A,Gas,1
F,USED,111715,28499,2007,Chevrolet,Corvette,0,A,Gas,1
I,USED,89516,30000,2007,Chevrolet,Corvette,0,A,Gas,2
I,USED,118778,34680,2007,Chevrolet,Corvette,0,A,Gas,0
I,USED,92384,48162,2007,Chevrolet,Corvette,0,A,Gas,1
F,USED,118778,34680,2007,Chevrolet,Corvette,0,A,Gas,0
F,USED,118778,34680,2007,Chevrolet,Corvette,0,A,Gas,0
I,USED,118778,34680,2007,Chevrolet,Corvette,0,A,Gas,0
F,USED,118778,34680,2007,Chevrolet,Corvette,0,A,Gas,0
I,USED,34600,30978,2007,Chevrolet,Corvette,0,A,Gas,7
I,USED,180666,10800,2007,Chevrolet,G2500 Vans,0,A,Gas,9
I,USED,180666,10800,2007,Chevrolet,G2500 Vans,0,A,Gas,8
I,USED,180666,10800,2007,Chevrolet,G2500 Vans,0,A,Gas,9
I,USED,180666,10800,2007,Chevrolet,G2500 Vans,0,A,Gas,9
I,USED,76398,6450,2007,Chevrolet,Optra 5,0,A,Gas,9
I,USED,76398,6440,2007,Chevrolet,Optra 5,0,A,Gas,5
I,USED,170555,16995,2007,Chevrolet,Silverado 1500,0,A,Gas,7
I,USED,109200,11995,2007,Chevrolet,Trailblazer,0,A,Gas,0
F,USED,146715,13999,2007,Chrysler,Aspen,0,A,Gas,3
F,USED,146715,13999,2007,Chrysler,Aspen,0,A,Gas,3
F,USED,146715,13999,2007,Chrysler,Aspen,0,A,Gas,3
I,USED,151292,6500,2007,Dodge,Caliber,0,A,Gas,1
F,USED,62691,29500,2007,Dodge,Charger,0,A,Gas,3
I,USED,146575,7700,2007,Dodge,Dakota,0,A,Gas,1
I,USED,193522,13999,2007,Dodge,Ram 2500,0,A,Gas,8
F,USED,94525,16488,2007,Dodge,Ram 3500,0,A,Gas,10
I,USED,191289,6500,2007,Ford,Escape,0,A,Gas,0
I,USED,191289,6500,2007,Ford,Escape,0,A,Gas,0
I,USED,119626,7499,2007,Ford,Escape,0,A,Gas,1
I,USED,191289,6500,2007,Ford,Escape,0,A,Gas,0
I,USED,188000,10000,2007,Ford,F150,0,A,Gas,0
I,USED,188000,10000,2007,Ford,F150,0,A,Gas,0
I,USED,179601,13850,2007,Ford,F150,0,A,Gas,0
I,USED,188000,10000,2007,Ford,F150,0,A,Gas,0
I,USED,188000,10000,2007,Ford,F150,0,A,Gas,0
I,USED,193965,6999,2007,Ford,Focus,0,A,Gas,0
I,USED,193696,6499,2007,Ford,Focus,0,A,Gas,2
I,USED,113198,7888,2007,Ford,Focus,0,A,Gas,0
I,USED,125678,5350,2007,Ford,Focus,0,A,Gas,4
I,USED,125678,5350,2007,Ford,Focus,0,A,Gas,0
I,USED,113198,7888,2007,Ford,Focus,0,A,Gas,0
I,USED,113198,7888,2007,Ford,Focus,0,A,Gas,0
I,USED,153816,4501,2007,Ford,Fusion,0,A,Gas,1
I,USED,75987,20888,2007,Ford,Mustang,0,A,Gas,1
F,USED,41698,41999,2007,Ford,Mustang,0,A,Gas,5
I,USED,194638,9888,2007,Ford,Ranger,0,A,Gas,0
I,USED,176000,8921,2007,Ford,Ranger,0,A,Gas,0
I,USED,106675,7995,2007,Ford,Ranger,0,A,Gas,2
I,USED,130587,8999,2007,GMC,Acadia,0,A,Gas,0
I,USED,174688,26680,2007,GMC,Sierra 2500,0,A,Diesel,0
I,USED,174688,26680,2007,GMC,Sierra 2500,0,A,Diesel,0
I,USED,174688,26680,2007,GMC,Sierra 2500,0,A,Diesel,0
I,USED,174688,26680,2007,GMC,Sierra 2500,0,A,Diesel,0
I,USED,176807,10700,2007,GMC,Yukon XL,0,A,Gas,2
